"CustomerID","total_orders","total_revenue","avg_order_value","purchase_frequency_per_year","estimated_CLV"
12393,6,2399.45,399.908333333333,2.96951219512195,3562.59801829268
12394,2,1272.48,636.24,0.989837398373984,1889.32243902439
12395,15,5067.27,337.818,7.42378048780488,7523.6600304878
12396,1,931.43,931.43,0.494918699186992,1382.94637195122
12397,2,2409.9,1204.95,0.989837398373984,3578.1137195122
12398,1,1635.66,1635.66,0.494918699186992,2428.55615853658
12399,7,1962.3,280.328571428571,3.46443089430894,2913.5368902439
12400,1,205.25,205.25,0.494918699186992,304.74618902439
12401,1,84.3,84.3,0.494918699186992,125.16493902439
12402,6,1256.9,209.483333333333,2.96951219512195,1866.18993902439
12403,2,1019.36,509.68,0.989837398373984,1513.50097560976
12404,1,63.24,63.24,0.494918699186992,93.8959756097561
12405,1,1710.39,1710.39,0.494918699186992,2539.51198170732
12406,5,6390.36,1278.072,2.47459349593496,9488.12597560975
12407,5,1708.12,341.624,2.47459349593496,2536.14158536585
12408,8,4340.77,542.59625,3.95934959349593,6444.98472560975
12409,7,23419.29,3345.61285714286,3.46443089430894,34771.9336280488
12410,3,1013.71,337.903333333333,1.48475609756098,1505.11210365854
12411,1,346.9,346.9,0.494918699186992,515.061890243902
12412,6,2596.93,432.821666666667,2.96951219512195,3855.80765243902
12413,4,999.45,249.8625,1.97967479674797,1483.93948170732
12414,6,952.41,158.735,2.96951219512195,1414.09655487805
12415,28,144458.37,5159.2275,13.8577235772358,214485.445701219
12416,1,202.56,202.56,0.494918699186992,300.752195121951
12417,20,6816.91,340.8455,9.89837398373984,10121.4486890244
12418,4,2021.2,505.3,1.97967479674797,3000.98902439024
12419,2,503.01,251.505,0.989837398373984,746.847164634146
12420,1,600.39,600.39,0.494918699186992,891.432713414634
12421,6,1098.6,183.1,2.96951219512195,1631.15304878049
12422,17,5231.8,307.752941176471,8.41361788617886,7767.94695121951
12423,10,2622.39,262.239,4.94918699186992,3893.60954268293
12424,4,3340.03,835.0075,1.97967479674797,4959.12990853659
12425,2,1741.41,870.705,0.989837398373984,2585.56911585366
12426,2,1345.21,672.605,0.989837398373984,1997.30875
12427,3,1129.3,376.433333333333,1.48475609756098,1676.73506097561
12428,9,7956.46,884.051111111111,4.45426829268293,11813.4025
12429,8,7485.91,935.73875,3.95934959349593,11114.7505182927
12430,1,256.4,256.4,0.494918699186992,380.691463414634
12431,27,10857.97,402.147037037037,13.3628048780488,16121.4371646341
12432,5,5059.32,1011.864,2.47459349593496,7511.85621951219
12433,10,20581.26,2058.126,4.94918699186992,30558.1512804878
12434,3,1103.43,367.81,1.48475609756098,1638.32442073171
12435,6,13925.93,2320.98833333333,2.96951219512195,20676.6094817073
12436,1,509.01,509.01,0.494918699186992,755.755701219512
12437,39,12683.4,325.215384615385,19.3018292682927,18831.7554878049
12438,2,2906.85,1453.425,0.989837398373984,4315.96326219512
12439,2,1158.18,579.09,0.989837398373984,1719.61481707317
12440,2,859.2,429.6,0.989837398373984,1275.70243902439
12441,1,347.1,347.1,0.494918699186992,515.358841463415
12442,1,172.06,172.06,0.494918699186992,255.467134146341
12443,1,485.31,485.31,0.494918699186992,720.566981707317
12444,5,5005.46,1001.092,2.47459349593496,7431.88725609756
12445,2,434.98,217.49,0.989837398373984,645.839207317073
12446,1,1002.31,1002.31,0.494918699186992,1488.18588414634
12447,1,476.49,476.49,0.494918699186992,707.471432926829
12448,1,449.45,449.45,0.494918699186992,667.32362804878
12449,6,4835.89,805.981666666667,2.96951219512195,7180.11716463415
12450,5,688.2,137.64,2.47459349593496,1021.80914634146
12451,8,12669.88,1583.735,3.95934959349593,18811.6815853659
12452,2,430.57,215.285,0.989837398373984,639.291432926829
12453,1,707.09,707.09,0.494918699186992,1049.85618902439
12454,5,16679.78,3335.956,2.47459349593496,24765.4050609756
12455,10,5879.95,587.995,4.94918699186992,8730.29161585366
12456,3,3181.04,1060.34666666667,1.48475609756098,4723.06853658537
12457,8,2995.91,374.48875,3.95934959349593,4448.1956402439
12458,4,1777.49,444.3725,1.97967479674797,2639.13911585366
12459,1,454.36,454.36,0.494918699186992,674.613780487805
12460,1,326.65,326.65,0.494918699186992,484.995579268293
12461,2,826.88,413.44,0.989837398373984,1227.71512195122
12462,2,1189.59,594.795,0.989837398373984,1766.25100609756
12463,4,1344.78,336.195,1.97967479674797,1996.67030487805
12464,8,1212.05,151.50625,3.95934959349593,1799.59862804878
12465,2,742.19,371.095,0.989837398373984,1101.97112804878
12466,1,56.73,56.73,0.494918699186992,84.2302134146341
12467,1,132.8,132.8,0.494918699186992,197.175609756098
12468,5,3670.74,734.148,2.47459349593496,5450.15359756097
12469,2,3070.54,1535.27,0.989837398373984,4559.00298780488
12470,1,211.95,211.95,0.494918699186992,314.694054878049
12471,79,39963.79,505.870759493671,39.0985772357724,59336.4808841463
12472,19,17880.59,941.083684210526,9.40345528455284,26548.3150304878
12473,5,3938.55,787.71,2.47459349593496,5847.78612804878
12474,31,12424.45,400.788709677419,15.3424796747967,18447.2778963415
12475,2,1149.64,574.82,0.989837398373984,1706.935
12476,23,14115.41,613.71347826087,11.3831300813008,20957.9410670732
12477,9,20276.37,2252.93,4.45426829268293,30105.4639939024
12478,1,680.99,680.99,0.494918699186992,1011.10405487805
12479,1,527.2,527.2,0.494918699186992,782.763414634146
12480,7,5464.85,780.692857142857,3.46443089430894,8113.9693597561
12481,15,12361.39,824.092666666667,7.42378048780488,18353.6491768293
12482,29,23691.4,816.944827586207,14.3526422764228,35175.9506097561
12483,19,5120.58,269.504210526316,9.40345528455284,7602.81237804878
12484,12,6370.15,530.845833333333,5.9390243902439,9458.11905487805
12485,1,708.1,708.1,0.494918699186992,1051.35579268293
12486,1,1037.28,1037.28,0.494918699186992,1540.10780487805
12487,1,285.3,285.3,0.494918699186992,423.600914634146
12488,3,1298.66,432.886666666667,1.48475609756098,1928.19335365854
12489,1,334.93,334.93,0.494918699186992,497.289359756097
12490,21,9823.64,467.792380952381,10.3932926829268,14585.7093902439
12491,1,460.4,460.4,0.494918699186992,683.581707317073
12492,3,715.21,238.403333333333,1.48475609756098,1061.91240853659
12493,2,433.74,216.87,0.989837398373984,643.998109756098
12494,9,1872.87,208.096666666667,4.45426829268293,2780.75515243902
12495,1,357.4,357.4,0.494918699186992,530.651829268293
12496,2,54.09,27.045,0.989837398373984,80.3104573170732
12497,3,6248.5,2082.83333333333,1.48475609756098,9277.49847560975
12498,3,403.7,134.566666666667,1.48475609756098,599.396036585366
12499,1,393.72,393.72,0.494918699186992,584.578170731707
12500,19,5955.21,313.432105263158,9.40345528455284,8842.0343597561
12501,1,2169.39,2169.39,0.494918699186992,3221.0150304878
12502,5,3723.87,744.774,2.47459349593496,5529.03868902439
12503,1,1126,1126,0.494918699186992,1671.83536585366
12504,4,779.05,194.7625,1.97967479674797,1156.69923780488
12505,1,955.2,955.2,0.494918699186992,1418.23902439024
12506,1,73.5,73.5,0.494918699186992,109.129573170732
12507,4,1844.06,461.015,1.97967479674797,2737.97932926829
12508,2,398.27,199.135,0.989837398373984,591.33381097561
12509,1,176.5,176.5,0.494918699186992,262.059451219512
12510,9,5178.02,575.335555555556,4.45426829268293,7688.09676829268
12511,1,3084.02,3084.02,0.494918699186992,4579.0175
12512,2,138.03,69.015,0.989837398373984,204.940884146341
12513,1,612.29,612.29,0.494918699186992,909.10131097561
12514,2,1597.76,798.88,0.989837398373984,2372.28390243902
12515,1,383.7,383.7,0.494918699186992,569.700914634146
12516,4,2648.62,662.155,1.97967479674797,3932.55469512195
12517,5,2502.84,500.568,2.47459349593496,3716.10695121951
12518,5,2056.89,411.378,2.47459349593496,3053.97996951219
12519,2,726.54,363.27,0.989837398373984,1078.73469512195
12520,5,2634.26,526.852,2.47459349593496,3911.23359756098
12521,1,599.68,599.68,0.494918699186992,890.378536585366
12522,2,192.72,96.36,0.989837398373984,286.142195121951
12523,23,4372.15,190.09347826087,11.3831300813008,6491.57637195122
12524,17,11126.11,654.477058823529,8.41361788617886,16519.5596646341
12525,3,973.73,324.576666666667,1.48475609756098,1445.75155487805
12526,3,1316.66,438.886666666667,1.48475609756098,1954.91896341463
12527,5,735.51,147.102,2.47459349593496,1092.05295731707
12528,6,1933.48,322.246666666667,2.96951219512195,2870.7462195122
12529,1,316.48,316.48,0.494918699186992,469.895609756098
12530,9,3759.26,417.695555555556,4.45426829268293,5581.58420731707
12531,2,1933.2,966.6,0.989837398373984,2870.33048780488
12532,1,349.83,349.83,0.494918699186992,519.412225609756
12533,2,1367.89,683.945,0.989837398373984,2030.98301829268
12534,1,1089.18,1089.18,0.494918699186992,1617.16664634146
12535,2,716.35,358.175,0.989837398373984,1063.6050304878
12536,3,12601.83,4200.61,1.48475609756098,18710.6439329268
12537,1,732.94,732.94,0.494918699186992,1088.23713414634
12538,2,640.45,320.225,0.989837398373984,950.912042682927
12539,7,11214.75,1602.10714285714,3.46443089430894,16651.1684451219
12540,33,22254.49,674.378484848485,16.3323170731707,33042.4897256098
12541,3,981.18,327.06,1.48475609756098,1456.81298780488
12542,2,481.88,240.94,0.989837398373984,715.474268292683
12543,1,980.25,980.25,0.494918699186992,1455.43216463415
12544,1,372.7,372.7,0.494918699186992,553.368597560976
12545,2,1000.39,500.195,0.989837398373984,1485.33515243902
12546,2,1161.5,580.75,0.989837398373984,1724.54420731707
12547,3,383.58,127.86,1.48475609756098,569.522743902439
12548,1,95.2,95.2,0.494918699186992,141.348780487805
12549,6,1575.68,262.613333333333,2.96951219512195,2339.50048780488
12550,1,964.83,964.83,0.494918699186992,1432.53722560976
12551,1,168,168,0.494918699186992,249.439024390244
12552,2,437.82,218.91,0.989837398373984,650.055914634146
12553,12,4608.75,384.0625,5.9390243902439,6842.86966463415
12554,1,468.5,468.5,0.494918699186992,695.608231707317
12555,1,129.23,129.23,0.494918699186992,191.875030487805
12556,2,603.71,301.855,0.989837398373984,896.362103658537
12557,8,18716.14,2339.5175,3.95934959349593,27788.9029878049
12558,1,269.96,269.96,0.494918699186992,400.824756097561
12559,2,561.71,280.855,0.989837398373984,834.002347560976
12560,3,2134.01,711.336666666667,1.48475609756098,3168.4843597561
12561,1,238.85,238.85,0.494918699186992,354.633993902439
12562,9,4966.92,551.88,4.45426829268293,7374.66475609756
12563,1,249.24,249.24,0.494918699186992,370.060609756098
12564,1,456.9,456.9,0.494918699186992,678.38506097561
12565,1,145.92,145.92,0.494918699186992,216.655609756098
12566,1,351.65,351.65,0.494918699186992,522.114481707317
12567,15,13709.86,913.990666666667,7.42378048780488,20355.7982317073
12568,1,70,70,0.494918699186992,103.932926829268
12569,32,4124.69,128.8965625,15.8373983739837,6124.15862804878
12570,1,77.52,77.52,0.494918699186992,115.098292682927
12571,2,519.61,259.805,0.989837398373984,771.494115853659
12572,2,1020.42,510.21,0.989837398373984,1515.07481707317
12573,5,717.41,143.482,2.47459349593496,1065.17887195122
12574,1,218.45,218.45,0.494918699186992,324.344969512195
12575,2,622.82,311.41,0.989837398373984,924.735792682927
12576,8,2142.72,267.84,3.95934959349593,3181.41658536585
12577,8,1653.75,206.71875,3.95934959349593,2455.41539634146
12578,4,4642.45,1160.6125,1.97967479674797,6892.90594512195
12579,1,440.42,440.42,0.494918699186992,653.916280487805
12580,2,1052.9,526.45,0.989837398373984,1563.29969512195
12581,1,197.71,197.71,0.494918699186992,293.55112804878
12582,4,1980.4,495.1,1.97967479674797,2940.41097560976
12583,27,14447.44,535.09037037037,13.3628048780488,21450.9246341463
12584,9,2338.15,259.794444444444,4.45426829268293,3471.5824695122
12585,2,2040.1,1020.05,0.989837398373984,3029.05091463415
12586,4,2062.67,515.6675,1.97967479674797,3062.5618597561
12587,1,144,144,0.494918699186992,213.80487804878
12588,4,958.78,239.695,1.97967479674797,1423.55445121951
12589,8,4695.66,586.9575,3.95934959349593,6971.90981707317
12590,2,9864.26,4932.13,0.989837398373984,14646.0201829268
12591,3,1352.15,450.716666666667,1.48475609756098,2007.61295731707
12592,5,2582.66,516.532,2.47459349593496,3834.62018292683
12593,3,418.1,139.366666666667,1.48475609756098,620.776524390244
12594,15,5090.11,339.340666666667,7.42378048780488,7557.5718597561
12595,1,299.02,299.02,0.494918699186992,443.971768292683
12596,2,618.27,309.135,0.989837398373984,917.980152439024
12597,4,3811.22,952.805,1.97967479674797,5658.73213414634
12598,11,4534.09,412.19,5.44410569105691,6732.01777439024
12599,13,2296.72,176.670769230769,6.43394308943089,3410.06902439024
12600,21,5043.92,240.186666666667,10.3932926829268,7488.99097560976
12601,6,681.26,113.543333333333,2.96951219512195,1011.50493902439
12602,1,153.12,153.12,0.494918699186992,227.345853658537
12603,1,739.2,739.2,0.494918699186992,1097.53170731707
12604,2,254.18,127.09,0.989837398373984,377.395304878049
12605,4,1232.95,308.2375,1.97967479674797,1830.63003048781
12606,1,21,21,0.494918699186992,31.1798780487805
12607,1,1579.51,1579.51,0.494918699186992,2345.18710365854
12608,1,415.79,415.79,0.494918699186992,617.346737804878
12609,9,3435.86,381.762222222222,4.45426829268293,5101.41408536585
12610,5,2099.54,419.908,2.47459349593496,3117.30481707317
12611,1,1193.32,1193.32,0.494918699186992,1771.78914634146
12612,1,704.04,704.04,0.494918699186992,1045.32768292683
12613,10,6835.07,683.507,4.94918699186992,10148.4118597561
12614,1,315.6,315.6,0.494918699186992,468.589024390244
12615,8,5740.98,717.6225,3.95934959349593,8523.95506097561
12616,3,1131.1,377.033333333333,1.48475609756098,1679.40762195122
12617,1,355.53,355.53,0.494918699186992,527.875335365854
12618,1,177.31,177.31,0.494918699186992,263.262103658537
12619,10,3781.38,378.138,4.94918699186992,5614.42701219512
12620,3,1339.41,446.47,1.48475609756098,1988.69716463415
12621,35,24775.81,707.880285714286,17.3221544715447,36786.0349695122
12622,1,180.1,180.1,0.494918699186992,267.404573170732
12623,7,3747.84,535.405714285714,3.46443089430894,5564.62829268293
12624,2,641.13,320.565,0.989837398373984,951.921676829268
12625,4,5164.88,1291.22,1.97967479674797,7668.58707317073
12626,9,6620.48,735.608888888889,4.45426829268293,9829.79804878049
12627,7,4478.53,639.79,3.46443089430894,6649.52472560975
12628,3,786.46,262.153333333333,1.48475609756098,1167.7012804878
12629,2,1558.22,779.11,0.989837398373984,2313.57664634146
12630,2,1270.88,635.44,0.989837398373984,1886.94682926829
12631,6,3481.57,580.261666666667,2.96951219512195,5169.28228658537
12632,2,804.88,402.44,0.989837398373984,1195.05048780488
12633,7,5678.16,811.165714285714,3.46443089430894,8430.68268292683
12634,2,490,245,0.989837398373984,727.530487804878
12635,4,2930.41,732.6025,1.97967479674797,4350.94411585366
12636,1,141,141,0.494918699186992,209.350609756098
12637,12,8340.31,695.025833333333,5.9390243902439,12383.3261280488
12638,2,921.49,460.745,0.989837398373984,1368.18789634146
12639,3,1312.37,437.456666666667,1.48475609756098,1948.5493597561
12640,3,1174.58,391.526666666667,1.48475609756098,1743.96481707317
12641,1,185.9,185.9,0.494918699186992,276.016158536585
12642,3,1013.26,337.753333333333,1.48475609756098,1504.44396341463
12643,12,8350.42,695.868333333333,5.9390243902439,12398.3370121951
12644,4,1918.49,479.6225,1.97967479674797,2848.48972560976
12645,8,3539.3,442.4125,3.95934959349593,5254.99725609756
12646,2,1346.97,673.485,0.989837398373984,1999.92192073171
12647,36,17924.35,497.898611111111,17.8170731707317,26613.2879573171
12648,4,1112,278,1.97967479674797,1651.0487804878
12649,8,2294.65,286.83125,3.95934959349593,3406.99557926829
12650,1,314.44,314.44,0.494918699186992,466.866707317073
12651,4,377.75,94.4375,1.97967479674797,560.866615853658
12652,2,1017.03,508.515,0.989837398373984,1510.04149390244
12653,3,4160.83,1386.94333333333,1.48475609756098,6177.81771341463
12654,5,601.98,120.396,2.47459349593496,893.793475609756
12655,1,261.35,261.35,0.494918699186992,388.041006097561
12656,8,6407.83,800.97875,3.95934959349593,9514.06466463414
12657,4,1643.18,410.795,1.97967479674797,2439.72152439024
12658,1,686.05,686.05,0.494918699186992,1018.61692073171
12659,1,91.68,91.68,0.494918699186992,136.12243902439
12660,1,245.1,245.1,0.494918699186992,363.913719512195
12661,1,162,162,0.494918699186992,240.530487804878
12662,20,6988.02,349.401,9.89837398373984,10375.505304878
12663,2,239.4,119.7,0.989837398373984,355.450609756097
12664,11,6070.04,551.821818181818,5.44410569105691,9012.52890243902
12665,3,313.6,104.533333333333,1.48475609756098,465.619512195122
12666,1,1248.42,1248.42,0.494918699186992,1853.59920731707
12667,1,620.13,620.13,0.494918699186992,920.741798780488
12668,10,11444.68,1144.468,4.94918699186992,16992.5584146341
12669,3,2744.03,914.676666666667,1.48475609756098,4074.21527439024
12670,7,3760.29,537.184285714286,3.46443089430894,5583.11350609756
12671,1,2622.481,2622.481,0.494918699186992,3893.74465548781
12672,2,437.05,218.525,0.989837398373984,648.912652439024
12673,3,1230.02,410.006666666667,1.48475609756098,1826.27969512195
12674,4,1970.6,492.65,1.97967479674797,2925.86036585366
12675,2,958.5,479.25,0.989837398373984,1423.13871951219
12676,11,2843.09,258.462727272727,5.44410569105691,4221.29521341463
12677,2,395.1,197.55,0.989837398373984,586.627134146341
12678,21,34281.18,1632.43714285714,10.3932926829268,50899.1910365854
12679,4,1113.02,278.255,1.97967479674797,1652.56323170732
12680,4,880.81,220.2025,1.97967479674797,1307.78801829268
12681,45,30868.28,685.961777777778,22.2713414634146,45831.8669512195
12682,52,24033.91,462.190576923077,25.7357723577236,35684.4944207317
12683,21,12696.78,604.608571428572,10.3932926829268,18851.6215243902
12684,7,2283.63,326.232857142857,3.46443089430894,3390.63356707317
12685,6,2863.08,477.18,2.96951219512195,4250.97548780488
12686,1,178.28,178.28,0.494918699186992,264.702317073171
12687,2,2138.91,1069.455,0.989837398373984,3175.75966463415
12688,1,4873.81,4873.81,0.494918699186992,7236.41911585366
12689,2,1247.61,623.805,0.989837398373984,1852.39655487805
12690,1,389.01,389.01,0.494918699186992,577.584969512195
12691,7,1170.4,167.2,3.46443089430894,1737.75853658537
12692,1,110.95,110.95,0.494918699186992,164.73368902439
12693,7,1703.02,243.288571428571,3.46443089430894,2528.56932926829
12694,3,1843.35,614.45,1.48475609756098,2736.92515243902
12695,7,1407.12,201.017142857143,3.46443089430894,2089.23
12696,2,851.91,425.955,0.989837398373984,1264.87856707317
12697,3,957.59,319.196666666667,1.48475609756098,1421.78759146341
12698,1,339.75,339.75,0.494918699186992,504.445884146341
12699,1,638.11,638.11,0.494918699186992,947.437713414634
12700,4,4939.99,1234.9975,1.97967479674797,7334.68027439024
12701,6,2446.41,407.735,2.96951219512195,3632.32216463415
12702,1,219,219,0.494918699186992,325.161585365854
12703,4,1006.53,251.6325,1.97967479674797,1494.45155487805
12704,8,2340.84,292.605,3.95934959349593,3475.57646341463
12705,14,11762.1,840.15,6.92886178861789,17463.8496951219
12707,1,603.42,603.42,0.494918699186992,895.931524390244
12708,18,5314.1,295.227777777778,8.90853658536585,7890.14237804878
12709,34,31093.34,914.51,16.8272357723577,46166.0261585366
12710,3,1149.02,383.006666666667,1.48475609756098,1706.01445121951
12711,2,1339.05,669.525,0.989837398373984,1988.16265243902
12712,21,7193.66,342.555238095238,10.3932926829268,10680.8305487805
12713,1,848.55,848.55,0.494918699186992,1259.88978658537
12714,12,14093.71,1174.47583333333,5.9390243902439,20925.7218597561
12715,1,353.86,353.86,0.494918699186992,525.395792682927
12716,2,1053.49,526.745,0.989837398373984,1564.17570121951
12717,3,1308.91,436.303333333333,1.48475609756098,1943.41210365854
12718,1,238.25,238.25,0.494918699186992,353.743140243902
12719,2,644.95,322.475,0.989837398373984,957.593445121951
12720,30,8260.67,275.355666666667,14.8475609756098,12265.080152439
12721,8,4013.08,501.635,3.95934959349593,5958.445
12722,4,997.63,249.4075,1.97967479674797,1481.23722560976
12723,5,725.07,145.014,2.47459349593496,1076.55210365854
12724,7,2317.52,331.074285714286,3.46443089430894,3440.95195121951
12725,4,2694.56,673.64,1.97967479674797,4000.7643902439
12726,11,4014.6,364.963636363636,5.44410569105691,5960.70182926829
12727,10,5679.53,567.953,4.94918699186992,8432.71679878049
12728,5,1070.17,214.034,2.47459349593496,1588.94143292683
12729,1,453.01,453.01,0.494918699186992,672.609359756098
12730,1,829.25,829.25,0.494918699186992,1231.23399390244
12731,17,25775.71,1516.21823529412,8.41361788617886,38270.6425914634
12732,1,236.26,236.26,0.494918699186992,350.788475609756
12733,4,2424.87,606.2175,1.97967479674797,3600.34051829268
12734,3,639.65,213.216666666667,1.48475609756098,949.724237804878
12735,2,779.57,389.785,0.989837398373984,1157.47131097561
12736,1,234,234,0.494918699186992,347.432926829268
12737,2,3710.5,1855.25,0.989837398373984,5509.1875
12738,1,310.7,310.7,0.494918699186992,461.313719512195
12739,4,2726.73,681.6825,1.97967479674797,4048.52899390244
12740,1,427.6,427.6,0.494918699186992,634.881707317073
12741,2,406.07,203.035,0.989837398373984,602.914908536585
12742,1,1201.52,1201.52,0.494918699186992,1783.96414634146
12743,2,546.43,273.215,0.989837398373984,811.315274390244
12744,11,25317.06,2301.55090909091,5.44410569105691,37589.6592073171
12745,3,925.41,308.47,1.48475609756098,1374.0081402439
12746,1,254.55,254.55,0.494918699186992,377.944664634146
12747,26,9276.54,356.79,12.8678861788618,13773.3993292683
12748,336,56599.39,168.45056547619,166.292682926829,84036.2894207317
12749,9,6897.36,766.373333333333,4.45426829268293,10240.8973170732
12750,1,275.88,275.88,0.494918699186992,409.614512195122
12751,1,268.27,268.27,0.494918699186992,398.315518292683
12752,1,4366.78,4366.78,0.494918699186992,6483.60323170732
12753,6,21429.39,3571.565,2.96951219512195,31817.4174695122
12754,3,3010.74,1003.58,1.48475609756098,4470.21457317073
12755,11,9030.66,820.969090909091,5.44410569105691,13408.3275
12756,1,112.08,112.08,0.494918699186992,166.411463414634
12757,13,7857.1,604.392307692308,6.43394308943089,11665.8771341463
12758,7,9903.24,1414.74857142857,3.46443089430894,14703.8959756098
12759,8,5020.74,627.5925,3.95934959349593,7454.57432926829
12760,1,347.8,347.8,0.494918699186992,516.398170731707
12761,2,782.95,391.475,0.989837398373984,1162.48978658537
12762,2,1898.52,949.26,0.989837398373984,2818.83914634146
12763,2,814.16,407.08,0.989837398373984,1208.82902439024
12764,1,1693.88,1693.88,0.494918699186992,2514.99865853659
12765,6,1404.58,234.096666666667,2.96951219512195,2085.45871951219
12766,9,10068.28,1118.69777777778,4.45426829268293,14948.9401219512
12767,1,949.82,949.82,0.494918699186992,1410.25103658537
12768,1,168.69,168.69,0.494918699186992,250.463506097561
12769,1,1143.6,1143.6,0.494918699186992,1697.96707317073
12770,2,3246.45,1623.225,0.989837398373984,4820.18643292683
12771,1,282.3,282.3,0.494918699186992,419.146646341463
12772,1,892.47,892.47,0.494918699186992,1325.10027439024
12773,1,124.25,124.25,0.494918699186992,184.480945121951
12774,1,98.7,98.7,0.494918699186992,146.545426829268
12775,7,1686.12,240.874285714286,3.46443089430894,2503.47695121951
12776,1,55.5,55.5,0.494918699186992,82.4039634146341
12777,1,519.45,519.45,0.494918699186992,771.256554878049
12778,9,1775.68,197.297777777778,4.45426829268293,2636.45170731707
12779,14,6722.27,480.162142857143,6.92886178861789,9980.93137195122
12780,1,337.4,337.4,0.494918699186992,500.956707317073
12781,2,826.74,413.37,0.989837398373984,1227.50725609756
12782,11,4618.24,419.84,5.44410569105691,6856.96
12783,6,2225.91,370.985,2.96951219512195,3304.93344512195
12784,3,1804.75,601.583333333333,1.48475609756098,2679.61356707317
12785,3,1100.4,366.8,1.48475609756098,1633.8256097561
12786,1,728.5,728.5,0.494918699186992,1081.64481707317
12787,4,862.18,215.545,1.97967479674797,1280.12701219512
12788,4,444.9,111.225,1.97967479674797,660.567987804878
12789,3,273.35,91.1166666666667,1.48475609756098,405.858079268293
12790,2,591.85,295.925,0.989837398373984,878.752896341463
12791,6,1056.11,176.018333333333,2.96951219512195,1568.06576219512
12792,2,827.01,413.505,0.989837398373984,1227.9081402439
12793,3,1017.33,339.11,1.48475609756098,1510.48692073171
12794,2,860.41,430.205,0.989837398373984,1277.49899390244
12795,1,430.48,430.48,0.494918699186992,639.157804878049
12796,1,381,381,0.494918699186992,565.692073170732
12797,2,806.11,403.055,0.989837398373984,1196.87673780488
12798,4,8510.93,2127.7325,1.97967479674797,12636.6552134146
12799,1,219.35,219.35,0.494918699186992,325.68125
12800,3,584.25,194.75,1.48475609756098,867.46875
12801,1,1071.82,1071.82,0.494918699186992,1591.3912804878
12802,7,2416.42,345.202857142857,3.46443089430894,3587.79432926829
12803,1,1092.81,1092.81,0.494918699186992,1622.55631097561
12804,2,327.02,163.51,0.989837398373984,485.54493902439
12805,4,1434.95,358.7375,1.97967479674797,2130.55076219512
12806,4,2878.96,719.74,1.97967479674797,4274.55341463415
12807,1,330.35,330.35,0.494918699186992,490.489176829268
12808,5,906.1,181.22,2.47459349593496,1345.3375
12809,3,1755.94,585.313333333333,1.48475609756098,2607.14262195122
12810,2,534.99,267.495,0.989837398373984,794.329664634146
